Date: 2018.06.26
ZFIN ID	ZFIN Symbol	ZFIN Name	Mouse Symbol	Mouse Name	MGI ID	Gene ID	Evidence	Pub ID	
ZDB-GENE-040426-1265	tbc1d19	TBC1 domain family, member 19	Tbc1d19	TBC1 domain family, member 19	MGI:1914499	67249	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1267	tmem68	transmembrane protein 68	Tmem68	transmembrane protein 68	MGI:1919348	72098	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1267	tmem68	transmembrane protein 68	Tmem68	transmembrane protein 68	MGI:1919348	72098	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1268	msi2b	musashi RNA-binding protein 2b	Msi2	musashi RNA-binding protein 2	MGI:1923876	76626	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1268	msi2b	musashi RNA-binding protein 2b	Msi2	musashi RNA-binding protein 2	MGI:1923876	76626	AA	ZDB-PUB-140318-2
ZDB-GENE-040426-1268	msi2b	musashi RNA-binding protein 2b	Msi2	musashi RNA-binding protein 2	MGI:1923876	76626	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1270	alg9	ALG9, alpha-1,2-mannosyltransferase	Alg9	asparagine-linked glycosylation 9 (alpha 1,2 mannosyltransferase)	MGI:1924753	102580	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1270	alg9	ALG9, alpha-1,2-mannosyltransferase	Alg9	asparagine-linked glycosylation 9 (alpha 1,2 mannosyltransferase)	MGI:1924753	102580	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1271	ppp1r8b	protein phosphatase 1, regulatory subunit 8b	Ppp1r8	protein phosphatase 1, regulatory subunit 8	MGI:2140494	100336	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1271	ppp1r8b	protein phosphatase 1, regulatory subunit 8b	Ppp1r8	protein phosphatase 1, regulatory subunit 8	MGI:2140494	100336	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1272	ddb1	damage-specific DNA binding protein 1	Ddb1	damage specific DNA binding protein 1	MGI:1202384	13194	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1273	hyi	hydroxypyruvate isomerase	Hyi	hydroxypyruvate isomerase (putative)	MGI:1915430	68180	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1273	hyi	hydroxypyruvate isomerase	Hyi	hydroxypyruvate isomerase (putative)	MGI:1915430	68180	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1274	sox4b	SRY (sex determining region Y)-box 4b	Sox4	SRY (sex determining region Y)-box 4	MGI:98366	20677	AA	ZDB-PUB-050803-9
ZDB-GENE-040426-1274	sox4b	SRY (sex determining region Y)-box 4b	Sox4	SRY (sex determining region Y)-box 4	MGI:98366	20677	AA	ZDB-PUB-170827-8
ZDB-GENE-040426-1274	sox4b	SRY (sex determining region Y)-box 4b	Sox4	SRY (sex determining region Y)-box 4	MGI:98366	20677	PT	ZDB-PUB-170827-8
ZDB-GENE-040426-1275	foxm1	forkhead box M1	Foxm1	forkhead box M1	MGI:1347487	14235	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1275	foxm1	forkhead box M1	Foxm1	forkhead box M1	MGI:1347487	14235	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1279	dctn2	dynactin 2 (p50)	Dctn2	dynactin 2	MGI:107733	69654	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1279	dctn2	dynactin 2 (p50)	Dctn2	dynactin 2	MGI:107733	69654	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1280	maff	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F	Maff	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)	MGI:96910	17133	AA	ZDB-PUB-040623-3
ZDB-GENE-040426-1280	maff	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F	Maff	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)	MGI:96910	17133	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1281	arpp19a	cAMP-regulated phosphoprotein 19a	Arpp19	cAMP-regulated phosphoprotein 19	MGI:1891691	59046	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1281	arpp19a	cAMP-regulated phosphoprotein 19a	Arpp19	cAMP-regulated phosphoprotein 19	MGI:1891691	59046	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1282	six6a	SIX homeobox 6a	Six6	sine oculis-related homeobox 6	MGI:1341840	20476	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1282	six6a	SIX homeobox 6a	Six6	sine oculis-related homeobox 6	MGI:1341840	20476	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1283	riox2	ribosomal oxygenase 2	Riox2	ribosomal oxygenase 2	MGI:1914264	67014	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1283	riox2	ribosomal oxygenase 2	Riox2	ribosomal oxygenase 2	MGI:1914264	67014	PT	ZDB-PUB-030905-1
ZDB-GENE-040426-1284	ap4b1	adaptor related protein complex 4 subunit beta 1	Ap4b1	adaptor-related protein complex AP-4, beta 1	MGI:1337130	67489	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1285	tspan12	tetraspanin 12	Tspan12	tetraspanin 12	MGI:1889818	269831	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1285	tspan12	tetraspanin 12	Tspan12	tetraspanin 12	MGI:1889818	269831	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1286	zgc:63882	zgc:63882	2310033P09Rik	RIKEN cDNA 2310033P09 gene	MGI:1915112	67862	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1286	zgc:63882	zgc:63882	2310033P09Rik	RIKEN cDNA 2310033P09 gene	MGI:1915112	67862	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1288	chordc1b	cysteine and histidine-rich domain (CHORD) containing 1b	Chordc1	cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1	MGI:1914167	66917	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1289	plekhf1	pleckstrin homology domain containing, family F (with FYVE domain) member 1	Plekhf1	pleckstrin homology domain containing, family F (with FYVE domain) member 1	MGI:1919537	72287	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1289	plekhf1	pleckstrin homology domain containing, family F (with FYVE domain) member 1	Plekhf1	pleckstrin homology domain containing, family F (with FYVE domain) member 1	MGI:1919537	72287	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1290	slc25a27	solute carrier family 25, member 27	Slc25a27	solute carrier family 25, member 27	MGI:1921261	74011	AA	ZDB-PUB-110511-1
ZDB-GENE-040426-1290	slc25a27	solute carrier family 25, member 27	Slc25a27	solute carrier family 25, member 27	MGI:1921261	74011	AA	ZDB-PUB-120705-19
ZDB-GENE-040426-1291	ube2nb	ubiquitin-conjugating enzyme E2Nb	Ube2n	ubiquitin-conjugating enzyme E2N	MGI:1934835	93765	AA	ZDB-PUB-100621-37
ZDB-GENE-040426-1292	rnf144b	ring finger protein 144B	Rnf144b	ring finger protein 144B	MGI:2384986	218215	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1293	mtfp1	mitochondrial fission process 1	Mtfp1	mitochondrial fission process 1	MGI:1916686	67900	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1294	srfb	serum response factor b	Srf	serum response factor	MGI:106658	20807	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1294	srfb	serum response factor b	Srf	serum response factor	MGI:106658	20807	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1295	gpr19	G protein-coupled receptor 19	Gpr19	G protein-coupled receptor 19	MGI:892973	14760	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1295	gpr19	G protein-coupled receptor 19	Gpr19	G protein-coupled receptor 19	MGI:892973	14760	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1296	cyp7a1	cytochrome P450, family 7, subfamily A, polypeptide 1	Cyp7a1	cytochrome P450, family 7, subfamily a, polypeptide 1	MGI:106091	13122	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1296	cyp7a1	cytochrome P450, family 7, subfamily A, polypeptide 1	Cyp7a1	cytochrome P450, family 7, subfamily a, polypeptide 1	MGI:106091	13122	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1297	kcnk5b	potassium channel, subfamily K, member 5b	Kcnk5	potassium channel, subfamily K, member 5	MGI:1336175	16529	AA	ZDB-PUB-131105-3
ZDB-GENE-040426-1297	kcnk5b	potassium channel, subfamily K, member 5b	Kcnk5	potassium channel, subfamily K, member 5	MGI:1336175	16529	AA	ZDB-PUB-140321-22
ZDB-GENE-040426-1298	pias4b	protein inhibitor of activated STAT, 4b	Pias4	protein inhibitor of activated STAT 4	MGI:2136940	59004	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1298	pias4b	protein inhibitor of activated STAT, 4b	Pias4	protein inhibitor of activated STAT 4	MGI:2136940	59004	AA	ZDB-PUB-120223-15
ZDB-GENE-040426-1298	pias4b	protein inhibitor of activated STAT, 4b	Pias4	protein inhibitor of activated STAT 4	MGI:2136940	59004	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1298	pias4b	protein inhibitor of activated STAT, 4b	Pias4	protein inhibitor of activated STAT 4	MGI:2136940	59004	CL	ZDB-PUB-120223-15
ZDB-GENE-040426-1300	efhc1	EF-hand domain (C-terminal) containing 1	Efhc1	EF-hand domain (C-terminal) containing 1	MGI:1919127	71877	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1300	efhc1	EF-hand domain (C-terminal) containing 1	Efhc1	EF-hand domain (C-terminal) containing 1	MGI:1919127	71877	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1301	zdhhc16b	zinc finger, DHHC-type containing 16b	Zdhhc16	zinc finger, DHHC domain containing 16	MGI:1921418	74168	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1301	zdhhc16b	zinc finger, DHHC-type containing 16b	Zdhhc16	zinc finger, DHHC domain containing 16	MGI:1921418	74168	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1302	tmed5	transmembrane p24 trafficking protein 5	Tmed5	transmembrane p24 trafficking protein 5	MGI:1921586	73130	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1302	tmed5	transmembrane p24 trafficking protein 5	Tmed5	transmembrane p24 trafficking protein 5	MGI:1921586	73130	AA	ZDB-PUB-090518-4
ZDB-GENE-040426-1303	diabloa	diablo, IAP-binding mitochondrial protein a	Diablo	diablo, IAP-binding mitochondrial protein	MGI:1913843	66593	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1303	diabloa	diablo, IAP-binding mitochondrial protein a	Diablo	diablo, IAP-binding mitochondrial protein	MGI:1913843	66593	PT	ZDB-PUB-170928-15
ZDB-GENE-040426-1304	tmem54a	transmembrane protein 54a	Tmem54	transmembrane protein 54	MGI:1913510	66260	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1304	tmem54a	transmembrane protein 54a	Tmem54	transmembrane protein 54	MGI:1913510	66260	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1305	cldn15a	claudin 15a	Cldn15	claudin 15	MGI:1913103	60363	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1305	cldn15a	claudin 15a	Cldn15	claudin 15	MGI:1913103	60363	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1307	pdcd6	programmed cell death 6	Pdcd6	programmed cell death 6	MGI:109283	18570	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1309	cdc73	cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	Cdc73	cell division cycle 73, Paf1/RNA polymerase II complex component	MGI:2384876	214498	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1309	cdc73	cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	Cdc73	cell division cycle 73, Paf1/RNA polymerase II complex component	MGI:2384876	214498	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1310	gnai1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	Gnai1	guanine nucleotide binding protein (G protein), alpha inhibiting 1	MGI:95771	14677	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1310	gnai1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	Gnai1	guanine nucleotide binding protein (G protein), alpha inhibiting 1	MGI:95771	14677	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1311	slc22a7b.1	solute carrier family 22 (organic anion transporter), member 7b, tandem duplicate 1	Slc22a7	solute carrier family 22 (organic anion transporter), member 7	MGI:1859559	108114	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1311	slc22a7b.1	solute carrier family 22 (organic anion transporter), member 7b, tandem duplicate 1	Slc22a7	solute carrier family 22 (organic anion transporter), member 7	MGI:1859559	108114	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1312	ero1a	endoplasmic reticulum oxidoreductase alpha	Ero1l	ERO1-like (S. cerevisiae)	MGI:1354385	50527	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1312	ero1a	endoplasmic reticulum oxidoreductase alpha	Ero1l	ERO1-like (S. cerevisiae)	MGI:1354385	50527	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1313	tnfaip8l3	tumor necrosis factor, alpha-induced protein 8-like 3	Tnfaip8l3	tumor necrosis factor, alpha-induced protein 8-like 3	MGI:2685363	244882	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1313	tnfaip8l3	tumor necrosis factor, alpha-induced protein 8-like 3	Tnfaip8l3	tumor necrosis factor, alpha-induced protein 8-like 3	MGI:2685363	244882	AA	ZDB-PUB-170629-2
ZDB-GENE-040426-1313	tnfaip8l3	tumor necrosis factor, alpha-induced protein 8-like 3	Tnfaip8l3	tumor necrosis factor, alpha-induced protein 8-like 3	MGI:2685363	244882	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1313	tnfaip8l3	tumor necrosis factor, alpha-induced protein 8-like 3	Tnfaip8l3	tumor necrosis factor, alpha-induced protein 8-like 3	MGI:2685363	244882	PT	ZDB-PUB-170629-2
ZDB-GENE-040426-1314	rtn4ip1	reticulon 4 interacting protein 1	Rtn4ip1	reticulon 4 interacting protein 1	MGI:2178759	170728	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1314	rtn4ip1	reticulon 4 interacting protein 1	Rtn4ip1	reticulon 4 interacting protein 1	MGI:2178759	170728	AA	ZDB-PUB-151125-14
ZDB-GENE-040426-1314	rtn4ip1	reticulon 4 interacting protein 1	Rtn4ip1	reticulon 4 interacting protein 1	MGI:2178759	170728	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1316	nudt21	nudix hydrolase 21	Nudt21	nudix (nucleoside diphosphate linked moiety X)-type motif 21	MGI:1915469	68219	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1316	nudt21	nudix hydrolase 21	Nudt21	nudix (nucleoside diphosphate linked moiety X)-type motif 21	MGI:1915469	68219	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1316	nudt21	nudix hydrolase 21	Nudt21	nudix (nucleoside diphosphate linked moiety X)-type motif 21	MGI:1915469	68219	PT	ZDB-PUB-030905-1
ZDB-GENE-040426-1317	ucp3	uncoupling protein 3	Ucp3	uncoupling protein 3 (mitochondrial, proton carrier)	MGI:1099787	22229	AA	ZDB-PUB-100330-45
ZDB-GENE-040426-1317	ucp3	uncoupling protein 3	Ucp3	uncoupling protein 3 (mitochondrial, proton carrier)	MGI:1099787	22229	AA	ZDB-PUB-120705-19
ZDB-GENE-040426-1317	ucp3	uncoupling protein 3	Ucp3	uncoupling protein 3 (mitochondrial, proton carrier)	MGI:1099787	22229	CL	ZDB-PUB-100304-2
ZDB-GENE-040426-1318	apbb1ip	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein	Apbb1ip	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein	MGI:1861354	54519	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1318	apbb1ip	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein	Apbb1ip	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein	MGI:1861354	54519	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1321	ptger2a	prostaglandin E receptor 2a (subtype EP2)	Ptger2	prostaglandin E receptor 2 (subtype EP2)	MGI:97794	19217	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1321	ptger2a	prostaglandin E receptor 2a (subtype EP2)	Ptger2	prostaglandin E receptor 2 (subtype EP2)	MGI:97794	19217	AA	ZDB-PUB-130710-8
ZDB-GENE-040426-1321	ptger2a	prostaglandin E receptor 2a (subtype EP2)	Ptger2	prostaglandin E receptor 2 (subtype EP2)	MGI:97794	19217	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1322	st3gal3a	ST3 beta-galactoside alpha-2,3-sialyltransferase 3a	St3gal3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	MGI:1316659	20441	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1322	st3gal3a	ST3 beta-galactoside alpha-2,3-sialyltransferase 3a	St3gal3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	MGI:1316659	20441	AA	ZDB-PUB-150715-23
ZDB-GENE-040426-1322	st3gal3a	ST3 beta-galactoside alpha-2,3-sialyltransferase 3a	St3gal3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	MGI:1316659	20441	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1324	derl3	derlin 3	Derl3	Der1-like domain family, member 3	MGI:1917627	70377	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1324	derl3	derlin 3	Derl3	Der1-like domain family, member 3	MGI:1917627	70377	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1325	oser1	oxidative stress responsive serine-rich 1	Oser1	oxidative stress responsive serine rich 1	MGI:1913930	66680	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1327	psmc2	proteasome 26S subunit, ATPase 2	Psmc2	proteasome (prosome, macropain) 26S subunit, ATPase 2	MGI:109555	19181	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1327	psmc2	proteasome 26S subunit, ATPase 2	Psmc2	proteasome (prosome, macropain) 26S subunit, ATPase 2	MGI:109555	19181	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1332	arrb2b	arrestin, beta 2b	Arrb2	arrestin, beta 2	MGI:99474	216869	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1332	arrb2b	arrestin, beta 2b	Arrb2	arrestin, beta 2	MGI:99474	216869	AA	ZDB-PUB-110214-14
ZDB-GENE-040426-1332	arrb2b	arrestin, beta 2b	Arrb2	arrestin, beta 2	MGI:99474	216869	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1334	ubl7b	ubiquitin-like 7b (bone marrow stromal cell-derived)	Ubl7	ubiquitin-like 7 (bone marrow stromal cell-derived)	MGI:1916709	69459	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1334	ubl7b	ubiquitin-like 7b (bone marrow stromal cell-derived)	Ubl7	ubiquitin-like 7 (bone marrow stromal cell-derived)	MGI:1916709	69459	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1335	eps8l3b	EPS8-like 3b	Eps8l3	EPS8-like 3	MGI:2139743	99662	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1335	eps8l3b	EPS8-like 3b	Eps8l3	EPS8-like 3	MGI:2139743	99662	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1336	tmem106ba	transmembrane protein 106Ba	Tmem106b	transmembrane protein 106B	MGI:1919150	71900	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1336	tmem106ba	transmembrane protein 106Ba	Tmem106b	transmembrane protein 106B	MGI:1919150	71900	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1337	rhoca	ras homolog family member Ca	Rhoc	ras homolog family member C	MGI:106028	11853	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1337	rhoca	ras homolog family member Ca	Rhoc	ras homolog family member C	MGI:106028	11853	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1337	rhoca	ras homolog family member Ca	Rhoc	ras homolog family member C	MGI:106028	11853	PT	ZDB-PUB-030905-1
ZDB-GENE-040426-1338	rassf8b	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8b	Rassf8	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8	MGI:1918573	71323	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1338	rassf8b	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8b	Rassf8	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8	MGI:1918573	71323	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1339	hsd17b3	hydroxysteroid (17-beta) dehydrogenase 3	Hsd17b3	hydroxysteroid (17-beta) dehydrogenase 3	MGI:107177	15487	AA	ZDB-PUB-051012-25
ZDB-GENE-040426-1339	hsd17b3	hydroxysteroid (17-beta) dehydrogenase 3	Hsd17b3	hydroxysteroid (17-beta) dehydrogenase 3	MGI:107177	15487	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1341	prelid1a	PRELI domain containing 1a	Prelid1	PRELI domain containing 1	MGI:1913744	66494	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1341	prelid1a	PRELI domain containing 1a	Prelid1	PRELI domain containing 1	MGI:1913744	66494	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1342	abhd14b	abhydrolase domain containing 14B	Abhd14b	abhydrolase domain containing 14b	MGI:1923741	76491	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1343	slc5a12	solute carrier family 5 (sodium/monocarboxylate cotransporter), member 12	Slc5a12	solute carrier family 5 (sodium/glucose cotransporter), member 12	MGI:2138890	241612	AA	ZDB-PUB-070210-36
ZDB-GENE-040426-1343	slc5a12	solute carrier family 5 (sodium/monocarboxylate cotransporter), member 12	Slc5a12	solute carrier family 5 (sodium/glucose cotransporter), member 12	MGI:2138890	241612	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1344	ralaa	v-ral simian leukemia viral oncogene homolog Aa (ras related)	Rala	v-ral simian leukemia viral oncogene A (ras related)	MGI:1927243	56044	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1344	ralaa	v-ral simian leukemia viral oncogene homolog Aa (ras related)	Rala	v-ral simian leukemia viral oncogene A (ras related)	MGI:1927243	56044	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1345	tmem134	transmembrane protein 134	Tmem134	transmembrane protein 134	MGI:1914240	66990	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1346	bokb	BOK, BCL2 family apoptosis regulator b	Bok	BCL2-related ovarian killer	MGI:1858494	51800	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1346	bokb	BOK, BCL2 family apoptosis regulator b	Bok	BCL2-related ovarian killer	MGI:1858494	51800	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1350	sft2d1	SFT2 domain containing 1	Sft2d1	SFT2 domain containing 1	MGI:1918689	106489	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1350	sft2d1	SFT2 domain containing 1	Sft2d1	SFT2 domain containing 1	MGI:1918689	106489	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1351	prkacba	protein kinase, cAMP-dependent, catalytic, beta a	Prkacb	protein kinase, cAMP dependent, catalytic, beta	MGI:97594	18749	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1351	prkacba	protein kinase, cAMP-dependent, catalytic, beta a	Prkacb	protein kinase, cAMP dependent, catalytic, beta	MGI:97594	18749	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1354	prkcba	protein kinase C, beta a	Prkcb	protein kinase C, beta	MGI:97596	18751	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1354	prkcba	protein kinase C, beta a	Prkcb	protein kinase C, beta	MGI:97596	18751	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1357	cul4a	cullin 4A	Cul4a	cullin 4A	MGI:1914487	99375	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1357	cul4a	cullin 4A	Cul4a	cullin 4A	MGI:1914487	99375	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1359	tnfaip8l2b	tumor necrosis factor, alpha-induced protein 8-like 2b	Tnfaip8l2	tumor necrosis factor, alpha-induced protein 8-like 2	MGI:1917019	69769	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1359	tnfaip8l2b	tumor necrosis factor, alpha-induced protein 8-like 2b	Tnfaip8l2	tumor necrosis factor, alpha-induced protein 8-like 2	MGI:1917019	69769	AA	ZDB-PUB-170629-2
ZDB-GENE-040426-1359	tnfaip8l2b	tumor necrosis factor, alpha-induced protein 8-like 2b	Tnfaip8l2	tumor necrosis factor, alpha-induced protein 8-like 2	MGI:1917019	69769	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1359	tnfaip8l2b	tumor necrosis factor, alpha-induced protein 8-like 2b	Tnfaip8l2	tumor necrosis factor, alpha-induced protein 8-like 2	MGI:1917019	69769	PT	ZDB-PUB-170629-2
ZDB-GENE-040426-1360	stx8	syntaxin 8	Stx8	syntaxin 8	MGI:1890156	55943	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1360	stx8	syntaxin 8	Stx8	syntaxin 8	MGI:1890156	55943	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1361	lipca	lipase, hepatic a	Lipc	lipase, hepatic	MGI:96216	15450	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1361	lipca	lipase, hepatic a	Lipc	lipase, hepatic	MGI:96216	15450	AA	ZDB-PUB-140607-2
ZDB-GENE-040426-1361	lipca	lipase, hepatic a	Lipc	lipase, hepatic	MGI:96216	15450	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1363	fibpa	fibroblast growth factor (acidic) intracellular binding protein a	Fibp	fibroblast growth factor (acidic) intracellular binding protein	MGI:1926233	58249	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1363	fibpa	fibroblast growth factor (acidic) intracellular binding protein a	Fibp	fibroblast growth factor (acidic) intracellular binding protein	MGI:1926233	58249	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1364	slc16a9a	solute carrier family 16, member 9a	Slc16a9	solute carrier family 16 (monocarboxylic acid transporters), member 9	MGI:1914109	66859	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1364	slc16a9a	solute carrier family 16, member 9a	Slc16a9	solute carrier family 16 (monocarboxylic acid transporters), member 9	MGI:1914109	66859	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1365	slx4ip	SLX4 interacting protein	Slx4ip	SLX4 interacting protein	MGI:1921493	74243	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1365	slx4ip	SLX4 interacting protein	Slx4ip	SLX4 interacting protein	MGI:1921493	74243	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1366	fermt3b	fermitin family member 3b	Fermt3	fermitin family member 3	MGI:2147790	108101	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1366	fermt3b	fermitin family member 3b	Fermt3	fermitin family member 3	MGI:2147790	108101	CL	ZDB-PUB-030905-1
ZDB-GENE-040426-1367	grinab	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1b (glutamate binding)	Grina	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)	MGI:1913418	66168	AA	ZDB-PUB-030905-1
ZDB-GENE-040426-1367	grinab	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1b (glutamate binding)	Grina	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)	MGI:1913418	66168	AA	ZDB-PUB-120117-10
